Name;Street;Zipcode;City;Country;Phonenumber;Website;Email;Segment;Subsegment
Poetsch GmbH;Reinshagener Straße 25;42857;Remscheid;Germany;+49 2191 700 10 0;www.poetschgmbh.de;info@poetschgmbh.de;Industrial and Services;CNC Machining
CNC-Dreherei und Fräserei Werner Brandt eKfm.;Gewerbering West 22;39240;Calbe;Germany;+49 39291 58090;www.cnc-brandt.de;admin@cnc-brandt.de;Industrial and Services;CNC Machining
EWE Oberlausitzer Metallverarbeitung GmbH;Niedere Hauptstraße 34;2708;Kottmar;Germany;+49 35875 61025;www.ewe-oberlausitz.de;eom.gmbh@gmx.net;Industrial and Services;CNC Machining
MARKmetall  EZM Metallbearbeitung und Service GmbH;Nordstraße 14;58300;Wetter;Germany; +49 2335 977301;www.markmetall.de;markmetall@ezm-mark.de;Industrial and Services;CNC Machining
R. Müller · CNC Fertigungstechnik e.K.;Am Herrnberg 25 ;98724;Neuhaus/Rwg;Germany;+49 3679 726804;www.cncmueller.de;mail@cncmueller.de;Industrial and Services;CNC Machining
Reissig Präzisionsmechanik GmbH ;Esslinger Str. 12;73776;Altbach/Neckar;Germany;+49 7153 2 25 86;www.reissig-praezision.de ;info@reissig-praezision.de;Industrial and Services;CNC Machining
Richter 3-D Technik GmbH;Reizenwiesen 9;73642;Welzheim - Breitenfürst;Germany;+49 7182 802080;www.richter-3d-technik.de;info@3d-technik.com;Industrial and Services;CNC Machining
Sibutec CNC Fertigung & Service GmbH;Philipp-Reis-Straße 26 B;64404;Bickenbach;Germany;+49 6257 9695171 ; www.sibu-tec.de;kontakt@sibu-tec.de;Industrial and Services;CNC Machining
Rika GmbH & Co. KG;Im Weiher 3;36103;Flieden;Germany;+49 6655 749522;www.rika-cnc.de;info@rika-cnc.de;Industrial and Services;CNC Machining
Roeper Formenbau GmbH;Motzener Strasse 8;12277;Berlin;Germany;+49 30 76 79 17 0;www.roeper-formenbau.de;info@roeper-formenbau.de;Industrial and Services;CNC Machining
RATIOTECHNIK MILDE GmbH;Agathe-Zeis-Straße 16;1454;Radeberg;Germany;+49 35 28 48 78 75 0;www.ratiotechnik-milde.de;info@ratiotechnik-milde.de;Industrial and Services;CNC Machining
rWS GmbH;Industriestraße 3;96524;Neuhaus-Schierschnitz;Germany;+49 36764 803 0;www.rwsgmbh.de;nfo@rwsgmbh.de;Industrial and Services;Molds maker
Keil Feinmechanik GmbH ;Petzower Str. 20 ;14542;Werder;Germany;+49 3327 40285 ;www.cnc-keil.de ;kontakt@cnc-keil.de;Industrial and Services;CNC Machining
Sachau Zerspanungs GmbH & Co. KG;Neufeldtstrasse 10;24118;Kiel;Germany;+49 431 800950;www.sachau-kiel.de;info@sachau-kiel.de;Industrial and Services;CNC Machining
Franz Schirling Drehtechnik GmbH & Co. KG;Schöneggweg 16;87727;Babenhausen;Germany;+49 83 33 81 89;www.schirling-drehtechnik.de;info@schirling-drehtechnik.de;Industrial and Services;CNC Machining
FS-Metalltechnik GmbH & Co. KG;Industriestraße 24;90765;Fürth;Germany;+49 911 936 437 11;www.fs-metalltechnik.de;info@fs-metalltechnik.de;Industrial and Services;CNC Machining
Schübel GmbH primeparts;Alter Rauher Stich 5;74388;Talheim;Germany;+49 8861 23830;www.schuebel-primeparts.de;info@schuebel-primeparts.de;Industrial and Services;CNC Machining
Gloystein Metallbearbeitung;Weinbergstr. 6 ;96328;Küps;Germany;+49 9264 8618;www.gloystein-metall.de;horst.gloystein@t-online.de;Industrial and Services;CNC Machining
Günter Ewald & Sohn GmbH Kunstoff- und Metallverarbeitung;Zeiss Straße 8-10;23626;Ratekau;Germany;+49 4504 1302;www.ewaldundsohn.de;ewaldundsohn@aol.com;Industrial and Services;CNC Machining
Heckenberger GmbH & Co. KG;Industriestrasse 4;88433;Schemmerhofen;Germany;+49 7356 93 771 0;www.heckenberger.net;info@heckenberger.net;Industrial and Services;CNC Machining
Heinz Grones GmbH;Goldbachstr. 28;56746;Kempenich;Germany;+49 2655 95050;www.grones.de;info@grones.de;Industrial and Services;CNC Machining
HENSCHEL KG;Krottenkopfstr. 11;81377;München;Germany;+49 89 710 66 50;www.henschel-gruppe.com;info@henschel-gruppe.com;Industrial and Services;CNC Machining
HMF Henning Maschinen- und Formenbau GmbH & Co KG;Herolzer Straße 8;36381;Schlüchtern - Ahlersbach;Germany;+49 6661 96 430;www.hmf-henning.de;info@hmf-henning.de;Industrial and Services;CNC Machining
JM Kunststofftechnik Kontakt;Akazienweg 25-27;64665;Alsbach-Hähnlein;Germany;+49 6257 969970;www.jmkunststofftechnik.de;info@jmkunststofftechnik.de;Industrial and Services;CNC Machining
JüLo AG;Thal 9;83620;Grosshöhenrain;Germany;+49 8063 80790;www.juelo.com;info@juelo.com;Industrial and Services;CNC Machining
Kanzleiter Kunststoffe GmbH;Buchwiesen 22;73061;Ebersbach;Germany;+49 71 63 94 050;www.kanzleiter.com;info@kanzleiter.com;Industrial and Services;IM
Simatech Industrietechnik GmbH;Lauenbrücker Weg 21;27356;Rotenburg/Wümme;Germany;+49 4261 63 05 960;www.simatech-industrietechnik.de  ;simatech@t-online.de;Industrial and Services;CNC Machining
Karl G. Klemz Elektro-Isolierstoff-Technik GmbH;Lütjenburger Straße 49a;23714;Bad Malente;Germany;+49 4523 99770;www.klemz.de;info@klemz.de;Industrial and Services;CNC Machining
Klaus Stratmann Metallwaren GmbH;Raiffeisenstrasse 30;59757;Arnsberg;Germany;+49 2932 28300;www.stratmann-gmbh.com;info@stratmann-gmbh.com;Industrial and Services;CNC Machining
SMB Splettstößer GmbH;Hirtenweg 4;82031;Grünwald;Germany;+49 89 64 98 07 86;www.smb-feinmechanik.de;info@js-sondermaschinenbau.de;Industrial and Services;CNC Machining
spilker Möbelwerkstätten GmbH;Schnathorster Str. 200;32609;Hüllhorst;Germany;+49 57 44 13 22;www.spilker-moebel.de ;info@spilker-moebel.de;Consumer Goods and Electronics;Furniture
StarWorks - Service f. Werbung & Grafik ;Bgm.-Birkmüller-Str. 10 ;92533;Wernberg-Köblitz;Germany;+49 9604 9315254;www.starworks.de;info@starworks.de;Industrial and Services;Service Bureau
CNC Fertigungstechnik ESC GmbH;Zillenhardtstraße 25a;73037;Göppingen;Germany;+49 71 61 96 59 57 0;www.t-cut.de ;info@t-cut.de;Industrial and Services;CNC Machining
Tech-nos e.K.;Benzstraße 2;86356;Neusäß;Germany;+49 821 2401248;www.tech-nos.de;info@tech-nos.de;Industrial and Services;Machinery & Equipment
KFS-Maschinenbau Kleiner GmbH & Co.KG;Nikolaus-Otto-Straße 8;93326;Abensberg;Germany;+49 9443 929780;www.kfs-maschinenbau.de;info@kfs-maschinenbau.de;Industrial and Services;Machinery & Equipment
Technotools OHG;Le-Havre-Str. 5;28309;Bremen ;Germany;+49 421 2765995 0;www.technotools.de;info@technotools.de;Industrial and Services;CNC Machining
Kreideweiss GmbH ;Ringstraße 15;42553;Velbert;Germany;+49 2053  9320 0;www.kreideweiss.eu;info@kreideweiss.eu;Industrial and Services;CNC Machining
Künzelmann Kunststoffe UG & Co. KG;Oelgartenstr. 18;53757;Sankt Augustin;Germany;+49 2241 8467530 ;www.kuenzelmann-kunststoffe.de;service@kuenzelmann-kunststoffe.de;Industrial and Services;CNC Machining
Technologie- Vertriebs- und Beratungs GmbH ;Kocheler Straße 89;82418;Murnau am Staffelsee;Germany;+49 88 41 9 05 88;www.tvb-gmbh.de;info@tvb-gmbh.de;Industrial and Services;CNC Machining
Kunststoff-Technik Kuhn GmbH;Mühlenstraße 43;34431;Marsburg;Germany;+49 29 92 97 60;www.kuhn-marsberg.de;info@kuhn-marsberg.de;Industrial and Services;CNC Machining
MASZYNA GmbH;Iltisweg 9;53842;Troisord;Germany;+49 2241 402936;www.maszyna.de;info@maszyna.de;Industrial and Services;CNC Machining
Präzisionsteile GmbH;Mittlerer Hardweg 19 ;75181;Pforzheim;Germany;+49 7231 97 98 40;www.cnc-drehteile-brock.de;info@cnc-drehteile-brock.de;Industrial and Services;CNC Machining
MBD GmbH Drehteile;Hauptstraße 80;78144;Schramberg;Germany;+49 77 29  241;www.mbd-drehteile.com;info@mbd-drehteile.com;Industrial and Services;CNC Machining
Pries Kunststofftechnik;Stormarnring 24;22145;Stapelfeld;Germany;+49 40 677 13 18;www.pries-kunststofftechnik.de;info@pries-kunststofftechnik.de;Industrial and Services;CNC Machining
VMC Hans Hetzer Vorrichtungsbau e.K.;Hafnerweg 29;78737;Flourn-Winzeln;Germany;+49 7402 9384760;www.vmc-hetzer.de;info@vmc-hetzer.de;Industrial and Services;CNC Machining
montaxx Industrielogistik +  Stanzbetriebe GmbH;Chromstr. 9;30916;Isernhagen;Germany;+49 511 54 44 58 50;www.montaxx.de ;info@montaxx.de;Industrial and Services;CNC Machining
VPM CNC-Drehtechnik GmbH;Heinrich-Hertz-Strasse 40;78052;VS-Villingen;Germany;+49 7721 9634 30;www.vpmcnc.de;info@vpmcnc.de;Industrial and Services;CNC Machining
MSC GmbH;Kirchstraße 10;86637;Wertingen;Germany;+49 8272 6098113;www.msc-wagner.com;info@msc-wagner.com;Industrial and Services;CNC Machining
W.P.I. Walter Peter Industrieautomation GmbH & Co. KG;Kolumbus Str. 39;53881;Euskirchen;Germany;+49 2251 74823;www.w-p-i.de;sales@w-p-i.de;Industrial and Services;Special Machinery
Walther GmbH Kunststofftechnik;Im Martelacker 14;79588;Efringen-Kirchen;Germany;+49 7628 8057850;www.w-k-technik.de;info@w-k-technik.de;Consumer Goods and Electronics;CNC Machining
Oberfeld GmbH;Lieversfeld 7;42551;Velbert;Germany;+49 2051 92 57 92;www.oberfeld-cnc-bearbeitung.de;info@oberfeld-cnc-bearbeitung.de;Industrial and Services;CNC Machining
WENDT GmbH MASCHINENBAU ;Horstsiek 7;31749;Auetal OT Rolfshagen;Germany;+49 57 53 96 09 0;www.wendtmaschinenbau.de;info@wendtmaschinenbau.de;Industrial and Services;CNC Machining
OTTO OTTO GmbH;Bergsteinweg 9;31137;Hildesheim;Germany;+49 51 21 4 22 55;ottootto.de;mail@ottootto.de;Industrial and Services;CNC Machining
Weppner-Feinmechanik;Götzenbreite 12;37124;Rosdorf;Germany;+49 551 305710;www.weppner-feinmechanik.de;kontakt@weppner-feinmechanik.de;Industrial and Services;CNC Machining
WERIMO Werkzeugbau und Industriemontagen GmbH;Gewerbegebiet Hechtskuhl 15 ;23992;Neukloster;Germany;+49 38422 453 0;www.werimo.de;info@werimo.de;Industrial and Services;CNC Machining
Peter Josef Klein Feinmechanik GmbH;Westerwaldstraße 18;53757;Sankt Augustin;Germany;+49 2241 3984 0;www.feinmechanik-pjk.de;info@feinmechanik-pjk.de;Industrial and Services;CNC Machining
Werkzeugbau Bauer GmbH;Alsenzstraße 88-90;67808;Imsweiler;Germany;+49 6361 9189144;www.werkzeugbaubauergmbh.de;werkzeugbau_bauer@t-online.de;Industrial and Services;Machinery & Equipment
Peter Schmid GmbH;Siemensstraße 7;74193;Schwaigen;Germany; +49 7138 812 710;www.peterschmidgmbh.de;info@peterschmidgmbh.de;Industrial and Services;CNC Machining
Planka Drehtechnik GmbH & Co. KG;Wilhelm-Harting-Str. 2;32339;Espelkamp;Germany;+49 5772 3077;www.pianka-drehtechnik.de;pi@pianka-drehtechnik.de;Industrial and Services;CNC Machining
Werler Modellbau GmbH;zur Mersch 9;59457;Werl;Germany;+49 2922 8 16 65;www.werler-modellbau-gmbh.de;s.drewes@werler-modellbau-gmbh.de;Industrial and Services;Engineering & Product Design
Werotec Werkzeug- und Erodiertechnik GmbH;Grüntaler Str. 18;58089;Hagen;Germany;+49 23 31 3 97 69 60;www.werotec-gmbh.com;info@werotec-gmbh.com;Industrial and Services;CNC Machining
Winkenstette Industrieservice GmbH & Co. KG;Beckumer Str. 28;33378;Rheda – Wiedenbrück;Germany;+49 5242 93630;www.winkenstette-industrieservice.de;zerspanung@winkenstette.de;Industrial and Services;CNC Machining
WU Mechanische Werkstätte GmbH ;Waizendorf 7 ;91572;Bechhofen;Germany;+49 9822 5718;www.wu-cnc.de;office@wu-cnc.de;Industrial and Services;CNC Machining
Rapidfacture GmbH;Lerchenhöhe 22 ;85276;Pfaffenhofen;Germany;+49 8442 9291877;www.rapidfacture.com ;info@rapidfacture.com;Industrial and Services;CNC Machining
Reinbold GmbH & Co.KG;Gewerbestr. 13-16;79364;Malterdingen ;Germany;+49 7644 92692 0;www.reinbold-online.de;info@reinbold-online.de;Industrial and Services;CNC Machining
Roppelt GmbH;Industriestr. 9+11;96178;Pommersfelden / Steppach;Germany;+49 9548 1307;www.roppelt-zerspanung.de;info@roppelt-zerspanung.de;Industrial and Services;CNC Machining
Sauter Drehteile Bärenthal GmbH & Co. KG;Im Eschle 3;78580;Bärenthal;Germany;+49 7466 92830;www.sauter-cnc.de;info@sauter-cnc.de;Industrial and Services;CNC Machining
Schlegel GmbH Präzisionsdrehteile;Buchenteich 27;73773;Aichwald;Germany;+49 711 36 11 58;www.schlegel-drehteile.de;info@schlegel-drehteile.de;Industrial and Services;CNC Machining
ZERTEC CNC-Zerspanungstechnik GbR;Max-Eyth-Str.12;75443;Ötisheim;Germany;+49 70 41 814 17 90;www.zertec-cnc.de;info@zertec-cnc.de;Industrial and Services;CNC Machining
ZL Microdent-Attachment GmbH & Co. KG;Harkortstr. 2;58339;Breckerfeld;Germany;+49 2338 801 0;www.zl-microdent.de;info@zl-microdent.de;Healthcare;Dental
Christiani Produktions GmbH;Zeppelinstraße 12;78244;Gottmadingen;Germany;+49 7731 912 325 0;www.christiani-produktion.de;info@christiani-produktion.de;Industrial and Services;CNC Machining
Herbert Roth Dreh- und Frästeile GmbH;Hummelbergstrasse 19 ;78655;Dunningen-Seedorf;Germany;+49 7402 8708;www.roth-drehteile.de;roth-drehteile@t-online.de;Industrial and Services;CNC Machining
Spandix© Developments;Werler Str. 413 – 415;59069;Hamm;Germany;+49 23 85 12 32;www.spandix.de;info@spandix.systems;Industrial and Services;CNC Machining
Andreas Egel Kunststofftechnik UG (haftungsbeschränkt) & Co. KG;Theodor-Heuss-Straße 15;75203;Königsbach;Germany;+49 7232 3126 0;www.egel-kunststofftechnik.de;info@egel-kunststofftechnik.de;Industrial and Services;Fluid Systems & Pipes
ISO-TECH Kunststoff GmbH;Rottweg 22 ;48683;Ahaus;Germany;+49 25 61 42 90 0;www.iso-tech.net;verkauf@iso-tech.net;Industrial and Services;CNC Machining
Köver GmbH & Co. KG;Estetalstraße 45-47;21614;Buxtehude;Germany;+49 41 61 7 28 0;www.koever.de;info@koever.de;Industrial and Services;Fluid Systems & Pipes
M.S.B. Gesellschaft für Kunststofftechnik -Apparatebau mbH;Neuffener Straße 24;72574;Bad Urach;Germany;+49 7125 94738 0;www.msb-kunststofftechnik.de;info@msb-kunststofftechnik.de;Industrial and Services;CNC Machining
mack Kunststofftechnik GmbH & Co. KG;August-Nagel-Straße 30;89079;Ulm ;Germany;+49 7305 91140 0;www.mack-kunststoff.com;info@mack-kunststoff.com;Industrial and Services;CNC Machining
Matthias Kuhn Kunststofftechnik & Design GmbH;Maarweg 10;51491;Overath - Vilkerath;Germany;+49 2206 4218;www.kuhn-kunststofftechnik.de;info@kuhn-kunststofftechnik.de;Industrial and Services;CNC Machining
POLY-SEL® GmbH & Co KG;Benzstraße 10;48703;Stadtlohn;Germany;+49 (25 63) 20 54 55;www.poly-sel.de;info@poly-sel.de;Industrial and Services;CNC Machining
Stache Maschinen- und Werkzeugbau GmbH;Siemensstr. 14;31180;Giesen;Germany;+49 5066 1300;www.stachegmbh.de;post@stachegmbh.de;Industrial and Services;CNC Machining
STASSKOL GmbH;Maybachstraße 2;39418;Staßfurt;Germany;+49 3925 288100;www.stasskol.de;info@stasskol.de;Industrial and Services;Machinery & Equipment
tegru GmbH;Sudetenstr. 72;82538;Geretsried;Germany;+49 8171 9989650;www.tegru.de;info@tegru.de;Industrial and Services;Machinery & Equipment
Tempelmann Feinwerktechnik GmbH;Flensburger Straße 4;25421;Pinneberg;Germany;+49 4101 760 78;www.tempelmann-gmbh.de;info@tempelmann-gmbh.de;Industrial and Services;CNC Machining
Treiber GmbH;Beermiss 23;75323;Bad Wildbad;Germany;+49 7081 939910;www.treiber-gmbh.de;info@treiber-gmbh.de;Industrial and Services;CNC Machining
VOGL Präzisionsteile GmbH;Carl-Benz-Straße 6;79331;Teningen – Nimburg;Germany;+49 7663 1036;www.vogl-cnc.de;info@vogl-cnc.de;Industrial and Services;CNC Machining
Wangler Feinmechanik GmbH;Heinrich-Hertz-Str. 1 ;79211;Denzlingen;Germany;+49 7666 944590;www.wangler-feinmechanik.de;b.wa@wangler-feinmechanik.de;Industrial and Services;CNC Machining
Wenzel Maschinenbau GmbH & Co KG;Waldstr. 8;65232;Taunusstein;Germany;+49 6128  85 89 76;wenzel-maschinenbau.de;regina.gilles@wenzel-maschinenbau.de;Industrial and Services;CNC Machining
Wilfried Erhard Zerspanungstechnik GmbH;Gewerbestraße 3;86981;Kinsau ;Germany;+49 8869 911910 ;www.erhard-gmbh.com;info@erhard-gmbh.com;Industrial and Services;CNC Machining
Winkler Bildungszentrum GmbH;Wilhelm-Schickard-Str. 5;78052;Villingen-Schwenningen;Germany;+49 7721 91980;www.wbzgmbh.de;info@wbzgmbh.de;Industrial and Services;Research & Education
Wolff GmbH;Carl Bosch Str. 3;49525;Lengerich;Germany;+49 5481 81064;www.wolff-maschinenbau.com;info@wolff-maschinenbau.com;Industrial and Services;Machinery & Equipment
Zerspanungstechnik Gessel GmbH & Co.KG;Wickenfeld 4;59590;Geseke-Langeneicke;Germany;+49 29 429 7990 48;www.zerspanungstechnik-gessel.de;zerspanungstechnik-gessel@web.de;Industrial and Services;CNC Machining
ZEUS Anlagenbau GmbH;Am Westhafen 5;23966;Wismar;Germany;+49 38 41 30 34 40;www.zeus-hwi.de;info@zeus-hwi.de;Industrial and Services;CNC Machining
TEMA-Fischer GmbH;Kanalstraße 7a;12357;Berlin;Germany;+49 30 660 60 66;www.tema-fischer.de;zerspantechnik@tema-fischer.de;Industrial and Services;CNC Machining
Schüehle Präzisionsdrehtechnik GmbH;Reuthof 22;78586;Deilingen;Germany;+49 7426 963070;www.schueehle.de;info@schueehle.de;Industrial and Services;CNC Machining
CNC Technik Nord GmbH & CO. KG;Westerlück 9;24977;Langballig;Germany;+49 04636 976990;www.cnc-technik-nord.de;info@cnc-technik-nord.de;Industrial and Services;CNC Machining
3D-Technik Zehmeister GmbH;Am Muselbach 16-18;90574;Roßtal-Neuses;Germany;+49 9127 90201-0;www.3d-technik.de;zehmeister@3d-technik.de;Industrial and Services;IM
AVS Ing. J.C. Römer GmbH;Reismühle 3;94481;Grafenau;Germany;+49 8552 4076-0;www.avs-roemer.de;info@avs-roemer.de;Industrial and Services;Fluid Systems & Pipes
Bierlein & Schwarz GmbH & Co. KG;BuchenbühlerStraße 13;90562;Kalchreuth;Germany;+49 911 995600;www.bierleinundschwarz.de;info@bierleinundschwarz.de;Industrial and Services;IM
Franz Binder GmbH & Co. Elektrische Bauelemente KG;Rötelstraße 27;74172;Neckarsulm;Germany;+49 71 32 3250;www.binder-connector.de;info@binder-connector.de;Industrial and Services;Electrical
BKW Kunststoff GmbH;Ascher Strasse 24;95100;Selb;Germany;+49 9287 956010;www.bkw-selb.de;info@bkw-selb.de;Industrial and Services;IM
BOLTA-WERKE GmbH;Industriestr. 22;91227;Leinburg;Germany;+49 9120 900;www.bolta.com;info@bolta.com;Mobility and Transportation;Automotive
Boßler Werkzeug & Formenbau GmbH;Vilstalstraße 163;92245;Kümmersbruck;Germany;+49 9621 777133;www.bossler-wzb.com;bossler.support@bossler-wzb.com;Industrial and Services;Machinery & Equipment
Brose Fahrzeugteile GmbH & Co.;Max-Brose-Straße 1;96450;Coburg;Germany;+49 9561 210;www.brose.com;info@brose.com;Mobility and Transportation;Automotive
BSH Hausgeräte GmbH;Carl-Wery-Str. 34;81739;München;Germany;+49 89 45 90 01  ;www.bsh-group.com;corporate.communications@bshg.com;Consumer Goods and Electronics;FMCG
Bühler Motor GmbH;Anne-Frank-Str. 33-35;90459;Nürnberg;Germany;+49 911 45 040;www.buehlermotor.de;info@buehlermotor.de;Mobility and Transportation;Automotive
CIMTEC Gesellschaft für CAx-Technologien mbH ;Ringstr. 5 ;96269;Großheirath;Germany;+49 9565 94600;www.cimtec.de ;info@cimtec.de;Industrial and Services;Research & Education
Sico-Singe GmbH & Co.KG;Industriestraße 12;35781;Weilburg / Lahn;Germany;+49 6471 20 52;www.sico-kunststoff.de;info@sico-kunststoff.de;Industrial and Services;CNC Machining
CeraCon GmbH;Talstraße 2;97990;Weikersheim;Germany;+49 7934 99280;www.ceracon.com;epost@ceracon.com;Industrial and Services;Electronics
co-check GmbH;Balbiererstr. 30;90763; Fürth;Germany;+49 911 801 95 67-0;www.co-check.eu;kontakt@co-check.eu;Industrial and Services;Packaging
Dr. Schneider Holding GmbH;Lindenstraße 10-12;96317;Kronach-Neuses;Germany;+49 92 61 96 80;www.dr-schneider.com;info@dr-schneider.com;Mobility and Transportation;Automotive
ebm-papst Mulfingen GmbH & Co. KG;Bachmühle 2;74673;Mulfingen;Germany; +49 7938 810;www.ebmpapst.com;info1@de.ebmpapst.com;Industrial and Services;HVAC
eifeler Werkzeuge GmbH;Duderstädter Straße 14;40595;Düsseldorf;Germany;+49 211 970760;www.eifeler.com;gruppe@eifeler.com;Industrial and Services;Machinery & Equipment
PlasTec Technology GmbH;Arndtstraße 9-11;24610;Trappenkamp;Germany;+49 4323 9126 0;www.plastec-tecnnology.com;info@plastec-technology.com;Industrial and Services;Machinery & Equipment
BJS GmbH;Marienhütte 8;57080;Siegen;Germany;+49 271 31 759 72 0;www.bjs-gmbh.de;info@bjs-gmbh.de;Industrial and Services;Machinery & Equipment
Bröking Plastex GmbH & Co. KG;Pfützenstraße 77;64347;Griesheim;Germany;+49 615 58389 0;www.broekingplastex.de;info@broekingplastex.de;Industrial and Services;Machinery & Equipment
L. BUCK & SOHN (GmbH & Co.) KG;Schimmelmannstraße 139;22043;Hamburg;Germany;+49 40 65 44 02 0;www.buckundsohn.de;info@buckundsohn.de;Industrial and Services;Machinery & Equipment
Freutel CNC-Technik GmbH;Iserstraße 10;14513;Teltow;Germany;+49 33 28 47 09 91;www.freutel-cnc.de;info@freutel-cnc.de;Industrial and Services;CNC Machining
friedola TECH GmbH;Ershäuser Str. 4;37308;Geismar;Germany;+49 3 60 82 47 0;www.con-pearl.de;info@con-pearl.de;Industrial and Services;Machinery & Equipment
Glacryl Hedel GmbH ;Naumann Str. 13 ;91522;Ansbach;Germany;+49 981 487 9999 0;www.glacryl.de;info@glacryl.de;Industrial and Services;Machinery & Equipment
Hermann Hauff GmbH & Co. KG;Robert-Bosch-Straße 3;75180;Pforzheim;Germany;+49 72 31 97 78 0;www.hauff.de;info@hauff.de;Industrial and Services;IM
IKS Schön GmbH & Co. KG;Max-Planck-Str. 12;47608;Geldern;Germany;+49 2831 9300 0;www.iks-geldern.de;info@iks-geldern.de;Industrial and Services;Machinery & Equipment
KF Industrieanlagen GmbH;Ferdinand-von-Steinbeis-Ring 29;75447;Sternenfels ;Germany;+49 70 45 96 34 0;www.kf-industrieanlagen.de;info@kf-industrieanlagen.de;Industrial and Services;Special Machinery
KIRSCH Kunststofftechnik GmbH;Gottlieb-Häfele-Strasse 16;73061;Ebersbach;Germany;+49 7163 16570 0;www.kirsch-kunststofftechnik.de;info@kirsch-kunststofftechnik.de;Industrial and Services;Machinery & Equipment
KS SYSTEC · Dr. Schmidbauer GmbH & Co. KG;Beyenburger Str. 150;42287;Wuppertal;Germany;+49 202 26 71 0;www.kssystec.de;info@kssystec.de;Industrial and Services;Machinery & Equipment
M. Faust Kunststoffwerk GmbH & Co. KG;Schulstr. 15-17;49219;Glandorf;Germany;+49 5426 88 0;www.faust-kunststoff.de;info@faust-kunststoff.de;Industrial and Services;IM
Bernd Ehmke Maschinen- und Metallbau;Darßer Bogen 14;13088;Berlin;Germany;+ 49 30 4747 2146;www.ehmke-maschinenbau.de;info@ehmke-maschinenbau.de;Industrial and Services;Machinery & Equipment
Ratz Aqua & Polymer Technik GmbH & Co. KG;Karlstraße 12;42897;Remscheid;Germany;+49 2191 37461 30;www.ratz-aqua-polymertechnik.de;info@ratz-aqua-polymertechnik.de;Industrial and Services;Machinery & Equipment
ROWEKO Kunststoffverarbeitung GmbH;Hoher Steg 5;74348;Lauffen a. N.;Germany;+49 7133 228808 0;www.roweko.de ;info@roweko.de;Industrial and Services;Machinery & Equipment
emz - Hanauer GmbH & Co KGaA;Siemensstraße 1;92507;Nabburg;Germany;+49 9433 8 98188;www.emz-hanauer.com;info@emz-hanauer.com;Industrial and Services;Engineering & Product Design
Ermet Präzisionsformenbau GmbH;Sebastian-Münster-Straße 5;91438;Bad Windsheim;Germany;+49 9841 66410;www.ermet.de;info@ermet.de;Industrial and Services;Molds maker
EuWe Eugen Wexler GmbH & Co. KG;Industriestraße 28;91207;Lauf a. d. Pegnitz;Germany;+49 91 23 1870;www.euwe.com;info@euwe.com;Mobility and Transportation;Automotive
EWIKON Heißkanalsysteme GmbH;Siegener Straße 35;35066;Frankenberg;Germany;+49 6451 5010 ;www.ewikon.com;info@ewikon.com;Industrial and Services;IM
FANUC Deutschland GmbH;Bernhäuser Str. 36;73765;Neuhausen a.d.F.;Germany;+49 7158 1282 0;www.fanuc.de;info@fanuc.de;Industrial and Services;Robots
FLURI-PLAST GmbH;Am Wendelsberg 24;97289;Thüngen;Germany;+49 9360 993 9613;www.fluri-plast.de;info@fluri-plast.de;Industrial and Services;IM
Formentechnik Bayreuth GmbH;Ritter-von-Eitzenberger-Straße 14;95448;Bayreuth;Germany;+49 921 15083040;www.formentechnik-bayreuth.de;info@formentechnik-bayreuth.de;Industrial and Services;Molds maker
FORMEOTEC GmbH & Co. KG;Am Blätterrangen 4;95659;Arzberg;Germany;+49 9233 400 900;www.formeotec.de;info@formeotec.de;Industrial and Services;IM
Franken Plastik GmbH;Balbiererstrasse 11;90763;Fürth;Germany;+49 911 78 70 70 ;www.frankenplastik.de;info@frankenplastik.de;Industrial and Services;Engineering & Product Design
FRÄNKISCHE Rohrwerke Gebr. Kirchner GmbH & Co. KG;Hellinger Straße 1;97486;Königsberg;Germany;+49 9525 88 0;www.fraenkische.de;info@fraenkische.de;Industrial and Services;HVAC
FTE automotive GmbH;Andreas-Humann-Str. 2;96104;Ebern;Germany;+49 9531 810;www.fte.de;fte.ebern@fte.de;Mobility and Transportation;Automotive
Gako Konietzko GmbH;Oberer Stephansberg 49g;96049;Bamberg;Germany;+49 951 58 255;www.unguator.com;kontakt@unguator.com;Industrial and Services;Electronics
GAUDLITZ GmbH;Callenberger Str. 42;96450;Coburg;Germany;+49 95 61 648 0;www.gaudlitz.de;info@gaudlitz.de;Industrial and Services;Engineering & Product Design
GEALAN Formteile GmbH;Hofer Straße 70-74;95145;Oberkotzau;Germany;+49 92 86 946 0;www-gealan.com;info@gealan.com;Industrial and Services;IM
GEIGER Automotive GmbH;Neu-Egling 11;82418;Murnau am Staffelsee;Germany;+49 8841 4070;www.geigerautomotive.com;info@geigerautomotive.com;Mobility and Transportation;Automotive
HG Hans Geiger Spritzgießtechnik GmbH;Virnsberger Straße 30;90431;Nürnberg;Germany;+49 911 96 12 97 0;www.geiger-gruppe.de;kontakt@geiger-formenbau.de;Industrial and Services;IM
GEK GmbH & Co. KG;Am Jahnteich 1;8606;Oelsnitz;Germany;+49 37421 46490;www.gek-oelsnitz.de;info@gek-oelsnitz.de;Industrial and Services;IM
GLENPRO Ingenieurgesellschaft mbH;Berliner Platz 11;97080;Würzburg;Germany;+49 931 784 67 58;www.glenpro.de;kontakt@glenpro.de;Industrial and Services;Engineering & Product Design
