Name	Street	Zipcode	City	Country	Phonenumber	Website	Email	Segment	Subsegment	Snippet
Reisner Cooling Energy GmbH	Schäferkampstraße 18	59439	Holzwickede	Germany	 +49 2301 910130	www.reisner-cooling.de	info@reisner-cooling.de	Industrial and Services	HVAC	"https://www.reisner-cooling.de
11.01.2021 · Seit 1980 ist die Reisner GmbH mit Kühlsystemen für industrielle Maschinen und Prozesse am Markt erfolgreich. Wir konzipieren und fertigen individuell - auf der Basis von fundiertem Expertenwissen und langjähriger Erfahrung. Wir erschaffen einzigartige kältetechnische Lösungen inklusive Steuerung, Peripherie und Infrastruktur."
RF Plast GmbH	Weinstraße 8	91710	Gunzenhausen	Germany	+49 9831 61960	www.rf-plast.de	info@rf-plast.de	Industrial and Services	Engineering & Product Design	"https://www.rf-plast.de/index.html
Willkommen bei der RF Plast GmbH. Die RF Plast GmbH ist ein mittelständisches. Unternehmen der Kunststoffverarbeitung mit Sitz. in Gunzenhausen im neuen fränkischen Seenland. „Geht es um Innovation und Qualität. in der Kunststoffverarbeitungstechnik, dann sind Sie bei uns an der richtigen Adresse”. Geschäftsführer:"
Richard Bergner Holding GmbH & Co. KG	Bahnhofstraße 8-16	91126	Schwabach	Germany	+49 91 22 87 0	www.ribe.de	info@ribe.de	Industrial and Services	Machinery & Equipment	"https://www.ribe.de/de/ribe-gruppe
Wir sind der Partner für exzellente Verbindungen – mit Produkten und Lösungen für die Automobilbranche, die Medizintechnik, den Maschinenbau, für Energieversorger und Verkehrsbetriebe. RIBE® beschäftigt ca. 1.400 Mitarbeiter an Standorten in Deutschland, den USA, Osteuropa und Asien. Den Charakter eines familiengeführten ..."
Rießner-Gase GmbH	Rudolf-Diesel-Straße 5	96215	Lichtenfels	Germany	+49 95 71 7 650	www.riessner.de	gase@riessner.de	Industrial and Services	HVAC	"www.riessner.de
Rießner-Gase – die ganze Welt der Gase. Rießner-Gase ist Ihr persönlicher und verlässlicher Partner für die Lieferung und Produktion von Gasen und Gasgemischen. Als einer der regional führenden Gashersteller liefern wir maßgeschneiderte Lösungen für Ihr Business: technische und medizinische Gase, Lebensmittel- und Sondergase sowie ..."
Rudi Göbel GmbH & Co. KG	Max-Planck-Str. 23	95233	Helmbrechts	Germany	+49 9252 3880	www.rgoebel.de	info@rgoebel.de	Industrial and Services	Machinery & Equipment	"https://www.rgoebel.de
Rudi Göbel Metallverarbeitung Kunststoffverarbeitung. Startseite. Spritzguss-, Stanz- und Hybridbauteile. Komponenten für Ihren Erfolg. Seit 1957 formen, verbinden und veredeln wir Kunststoffe, Metalle und Silikone zu hochpräzisen, zuverlässigen Bauteilen und Komponenten für die vielfältigsten Branchen auf der ganzen Welt."
RVT Process Equipment GmbH	Paul-Rauschert-Straße 6	96349	Steinwiesen	Germany	+49 9262 770	www.rvtpe.de	info@rvtpe.de	Industrial and Services	Engineering & Product Design	"https://www.rvtpe.com
01.03.2021 · Welcome to RVT. All you need for mass transfer - since 1976 our scope of supply has covered components for mass and heat transfer processes for chemical, petrochemical, refinery and environmental applications. The overall array of products includes random packing, structured packing, column internals, mass transfer trays, complete columns and ..."
RÖSLER OBERFLÄCHENTECHNIK GMBH	Vorstadt 1	96190	Untermerzbach	Germany	+49 9533 9240	www.rosler.com	info@rosler.com	Industrial and Services	Service Bureau	"https://de.rosler.com
Das gesamte Portfolio für Gleitschleiftechnik, Strahltechnik und Verfahrensmittel der Rösler Oberflächentechnik GmbH. ☎ +49 (9533) 924-0
Ort: Vorstadt 1, Untermerzbach, DE-96190
Telefon: 09533 9240"
SAR Elektronic GmbH	Gobener Weg 31 	84130	Dingolfing	Germany	+49 8731 704 0	www.sar.biz	info@sar.biz	Industrial and Services	Electronics	"www.sar.biz
SAR-Feuerungstechnologie weiterhin auf Erfolgskurs. SAR kann sich als ein Marktführer im Bereich der Feuerungstechnologie von Anlagen mit heterogenen Festbrennstoffen behaupten. Trotz Pandemie konnten spannende Projekte, wie etwa auf der Isle of Man (UK) abgewickelt werden."
Schlaeger M-Tech GmbH	Ritter-von-Eitzenberger-Str. 10	95448	 Bayreuth	Germany	+49 921 9130	www.schlaeger.com	info@schlaeger.com	Industrial and Services	Engineering & Product Design	"https://www.schlaeger.com
Seit über 50 Jahren entwickelt das Familienunternehmen schlaeger innovative Lösungen im Bereich der Kunststofftechnik für die Automobil- und Elektroindustrie sowie für die Medizin. Die Kernkompetenzen von schlaeger liegen in der Entwicklung mechatronischer Produkte und Prozesse, in der Werkzeugtechnik sowie in der Elektro- und Montagetechnik."
Schlemmer Holding GmbH	Einsteinring 10	85609	Aschheim	Germany	+49 8121 804 0	www.schlemmer.com	info@schlemmer.com	Industrial and Services	Fluid Systems & Pipes	NaN
Ambros Schmelzer & Sohn GmbH & Co KG	Dr.-Zimmer-Straße 28	95679	Waldershof	Germany	+49 9231 97920	www.a-schmelzer.de	blechverarbeitung@a-schmelzer.de	Industrial and Services	Machinery & Equipment	"https://www.a-schmelzer.com
Die Unternehmensgruppe Schmelzer mit ihrem Hauptsitz im nordbayerischen Waldershof beschäftigt aktuell 250 Mitarbeiter, worunter sich über 10% Auszubildende befinden. Gegründet im Jahr 1913 von Ambros Schmelzer als Spenglerei wird das Unternehmen aktuell in der dritten Generation von der Familie Schmelzer geführt.
Geschätzte Lesezeit: 2 min"
SCHMELZMETALL Deutschland GmbH	Raiffeisenstrasse 8	97854	Steinfeld-Hausen	Germany	+49 9359 9720 0	www.schmelzmetall.com	info@schmelzmetall.com	Industrial and Services	CNC Machining	"www.schmelzmetall.com
01.03.2021 · SCHMELZMETALL begrüßt neue Auszubildende. Steinfeld-Hausen (BY). Für zwei neue Auszubildende begann am 01. September 2020 die Ausbildung bei der SCHMELZMETALL Deutschland GmbH. Lorena Wiesner (2te von links) aus Wiesenfeld und Alexander Assandria (2ter von rechts) aus Lohr wurden an ihrem…. Ganzen Artikel lesen / Alle Bilder.
Geschätzte Lesezeit: 50 Sekunden"
Schweitzer-Chemie GmbH	Benzstraße 12	71691	Freiberg am Neckar	Germany	+49 7141 688810	www.schweitzer-chemie.de	info@schweitzer-chemie.de	Industrial and Services	Fluid Systems & Pipes	"https://www.schweitzer-chemie.de
Wasser findet immer einen Weg – wir auch! Erfahren Sie mehr über uns! Wasser ist unser Leben. Ganzheitliche Lösungen rund um Wasseraufbereitung und Wasserbehandlung. Bei der Schweitzer-Chemie dreht sich alles um die kostbare Ressource, der im Alltag der Menschen und in den unterschiedlichsten industriellen Prozessen existenzielle Bedeutung ..."
SEMIKRON International GmbH	Sigmundstr. 200	90431	Nürnberg	Germany	+49 911 6559 0	www.semikron.com	info@semikron.com	Industrial and Services	Electrical	"https://www.semikron.com
SEMIKRON is one of the world's leading manufacturers of power modules and systems primarily in the medium output range (approx. 2 kW up to 10 MW). Our products are at the heart of modern energy efficient motor drives and industrial automation systems. Further application areas include power supplies, renewable energies (wind and solar power ..."
sinit kunststoffwerke gmbh	Einberger Straße 113	96472	Rödental	Germany	+49 9563 308800	www.sinit.de	info@sinit.de	Industrial and Services	Machinery & Equipment	"https://www.siniat.de
Siniat ist ein Anbieter von Systemlösungen und Hersteller von Materialien für den Trockenbau - inklusive Gipskartonplatten, Zementplatten, und Spachtelmassen."
Samvardhana Motherson Innovative Autosystems  B.V. & Co. KG	Siemensstraße 8	96247	Michelau	Germany	+49 9571 891 0 	www.smia-automotive.com	email@smia-automotive.com	Mobility and Transportation	Automotive	"https://www.smia-automotive.com
Samvardhana Motherson Innovative Autosystems (SMIA) ist ein Unternehmen der Samvardhana Motherson Gruppe, die mit weltweit über 135.000 Beschäftigten zu den 21 größten Automobilzulieferern zählt. Unser Unternehmen steht seit seiner Gründung im Jahr 1967 für höchste Kompetenz und Innovationsfähigkeit bei der Entwicklung und Herstellung hochwertiger Kunststoffteile im Extrusions- …"
Spectrum GmbH Kunststofftechnik	Zur Salzleite 1	91586	Lichtenau	Germany	+49 9827 24091310	www.spectrum-id.de	zentrale@spectrum-id.de	Industrial and Services	IM	"www.spectrum-id.de
Gegründet im Januar 2011 in Ansbach, Mittelfranken mit den Unternehmensbereichen: Herstellung der SKT-Paddockplatte/ Rasengitter. Produktion von Spritzgussteilen in Groß- und Kleinserien. Technisches Abmusterungs- und Anlaufmanagement für Spritzgussformen. Optimierung und Aufbereitung von mit Hochglanzlacken beschichteten Kunststoffteilen."
STAEDTLER Mars Deutschland GmbH	Moosäckerstraße 3	90427	Nürnberg 	Germany	+49 911 9365 888 	www.staedtler.com	service.de@staedtler.com	Consumer Goods and Electronics		"https://www.staedtler.com/de
Willkommen bei STAEDTLER. Lettering-Ideen: Kreativtipps rund um selbst gestaltete Sprüche. Weltkindermaltag – mach mit beim großen Malwettbewerb! WIKIGA - Wie im Kindergarten. Visualisierungstechniken: Graphic Recording & Sketchnoting Entdecke unseren Handlettering Guide! Begib dich jetzt auf deine eigene Design Journey!"
STABILO International GmbH	Schwanweg 1	90562	Heroldsberg	Germany	+49 911 5670	www.stabilo.com	info@stabilo.com	Consumer Goods and Electronics		"https://www.stabilo.com/de
STABILO bietet eine große Auswahl an Stiften zum Schreiben, Malen & Markieren. Tradition und höchste Qualität seit über 160 Jahren. Entdecke die Welt von STABILO in unserem Onlineshop!"
Christian Stöhr GmbH & Co. Elektro- und Kunststoffwaren KG	Kronacher Str. 14	96364	Marktrodach	Germany	+49 9262 993425 0	www.stoehr.eu	info@stoehr.eu	Consumer Goods and Electronics	Fashion	"https://www.stoehr.eu
Seit Jahrzehnten steht der Name Stöhr für Lockenwickler „Made in Germany“. Wir fertigen in Markenqualität die verschiedensten Ausführungen für Sie."
Synventive Molding Solutions GmbH	Heimrodstraße 10	64625	Bensheim	Germany	+49 62 51 9 33 20	www.synventive.com	infohrde@synventive.com	Industrial and Services	Molds maker	"https://www.synventive.com
Synventive is one of the world's leading manufacturers of hot runner systems for the plastics injection molding industry. With a dedication to providing the highest quality hot runner products and enabling technologies, Synventive is expanding what’s possible in injection molding."
voestalpine High Performance Metals Deutschland GmbH 	Hansaallee 321 	40549	Düsseldorf	Germany	+49 211 5220 	www.uddeholm.de	info@uddeholm.de	Industrial and Services	Machinery & Equipment	"https://www.uddeholm.com/germany
Uddeholm. Uddeholm ist der weltweit führende Hersteller von hochwertigem Werkzeugstahl für Industriewerkzeuge. Und das ist kein Zufall. Wir stecken unser Herzblut in jedes Stück Stahl und jeden Produktionsschritt, vom Rohmaterial bis zum fertigen Produkt. Technologie ist wichtig, ebenso wie Know-how und Produktentwicklung."
UVEX WINTER HOLDING GmbH & Co. KG	Würzburger Str. 181	90766	Fürth	Germany	+49 911 97 360	www.uvex.de	holding@uvex.de	Consumer Goods and Electronics	Sports Equipment	"https://www.uvex.de
Die UVEX WINTER HOLDING GmbH & Co. KG entwickelt, produziert und vertreibt hochwertige Produkte zum Schutz des Menschen in Sport, Freizeit und Beruf."
Vogler Engineering GmbH	Altstadt 2-4	95028	Hof	Germany	 +49 9281 1800 900	www.vogler-engineering.de	info@vogler-engineering.de	Industrial and Services	Engineering & Product Design	NaN
WAREMA Kunststofftechnik und Maschinenbau GmbH 	Dillberg 33	97828	Marktheidenfeld	Germany	+49 9391 209900	www.warema-kunststofftechnik.de	info.kunstofftechnik@warema.de	Industrial and Services	Molds maker	"https://www.warema-kunststofftechnik.de
Kunststofftechnik. Unsere Ingenieure garantieren perfekte Kunststoff-Lösungen für Ihre individuellen Anforderungen – vom Einzelteil bis zur veredelten Baugruppe. Mehr Infos. Formenbau. Von der Konstruktion bis zum serienreifen Werkzeug: Wir fertigen präzise Spritzgießformen für …"
WEIDPLAS GmbH	Obere Wiltisgasse 48	8700	Küsnacht	Germany	+41 44 855 55 00	www.weidplas.com		Industrial and Services	IM	"https://weidplas.com
17.06.2020 · WEIDPLAS is a leading global producer of highly engineered and technically complex plastic components. Our core product lines include precision automotive components and modules, advanced lighting applications, and mechatronic and decorative solutions based on advanced plastic manufacturing technology."
Karl Krumpholz GmbH & Co.KG	Im Ziegelwinkel 10/12	96317	Kronach	Germany	 +49 9261 60 52 0	www.krumpholz-fb.de	info@krumpholz-formenbau.de	Industrial and Services	Molds maker	NaN
Werkzeugbau Siegfried Hofmann GmbH	An der Zeil 2	96215	Lichtenfels	Germany	+49 9571 7660	www.hofmann-impulsgeber.de	info@hofmann-impulsgeber.de	Industrial and Services	Machinery & Equipment	"https://www.hofmann-impulsgeber.de
Egal, ob Wartung, Reparatur, Schulungen oder Ersatzteilservice: Das Hofmann – Ihr Impulsgeber-Team ist für Sie da. An 5 Tagen die Woche können Sie uns 12 Stunden täglich erreichen. Unsere Servicemitarbeiter sind schnell bei Ihnen. Verlassen Sie sich auf unsere Impulse.
Geschätzte Lesezeit: 5 min"
Wiesauplast Deutschland GmbH & Co. KG	Am Industriepark 1	95676	Wiesau	Germany	+49 9634 880	www.wiesauplast.de	info@wiesauplast.de	Industrial and Services	Molds maker	"https://www.wiesauplast.de
Hi-Tech Werkstoffe. Hochleistungskunststoffe werden als moderne Werkstoffe, insbesondere mit Blick auf die Metallsubstitution immer wichtiger. Wiesauplast verarbeitet thermoplastische Kunststoffe auf Basis von PET, PPS, PEEK PPA, PAA und PA, mit bis zu 60% Füllstoffanteil.
Geschätzte Lesezeit: 4 min"
Wirth Werkzeugbau GmbH	Pressecker Str. 129	95233	Helmbrechts	Germany	+49 9252 20200 40	www.werkzeugbau-wirth.com	info@werkzeugbau-wirth.com	Industrial and Services	Machinery & Equipment	"https://www.werkzeugbau-wirth.de
""Alles aus einer Hand"" Auf ca. 4.000 m² Produktionsfläche werden Werkzeuge und Formen bis zu 40 Tonnen konstruiert und gefertigt. 1989, im oberfränkischen Oberweißenbach, bei Helmbrechts gegründet, hat sich die Wirth Werkzeugbau GmbH heute zu einem renommierten mittelständischen Familienunternehmen mit rund 70 Mitarbeitern entwickelt."
Woco Kronacher Kunststoffwerk GmbH	Industriestraße 7	96317	Kronach	Germany	+49 9261 5050 	www.wocogroup.com	kronacher@de.wocogroup.com	Mobility and Transportation	Automotive	"https://www.wocogroup.com
27.11.2020 · Woco entwickelt und produziert Funktionslösungen für die Automobilindustrie in den Bereichen Aktuatorik, Akustik und Polymertechnik. Mit unseren innovativen Technologien leisten wir einen Beitrag zur Umweltentlastung durch Geräuschminderung und Verbrauchssenkung."
WIKUTEC GmbH	Neuhauser Straße 8	95152	Selbitz	Germany	+49 9280 9848500	www.wikutec.com	info@wikutec.com	Mobility and Transportation	Automotive	"wikutec.com
wikutec gmbh i neuhauser strasse 8 i 95152 selbitz i tel 09280 984920 11 i fax 09280 984920 99 i email info@wikutec.com ©"
Wolfrum Formenbau GmbH & CO. KG	Eggenweg 14	90765	Fürth	Germany	+49 911 936790	www.wolfrum-formenbau.de	info@wolfrum-formenbau.de	Industrial and Services	Molds maker	"https://wolfrum-formenbau.de
Von Spritzgussformen (1K-2K-3K-Technologie, IMD-Technik, Einlegeteile), Druckgussformen, 3D-Konstruktionen, Formenbau, Formänderungen und –reparaturen bis hin Schieberwerkzeuge für Einlegeteile und Ausspindelwerkzeuge. Wir sind Ihr Partner mit mehr Leistung und Service. Rufen Sie uns an und profitieren Sie von Wolfrum Formenbau ..."
Wunder GmbH & Co KG	Nurn 79	96349	Steinwiesen	Germany	+49 9262 99120	www.wunder-formenbau.de	info@wunder-formenbau.de	Industrial and Services	Molds maker	"www.wunder-formenbau.de
WIR SIND WUNDER. Seit über 60 Jahren setzt WUNDER Maßstäbe in Formenbau und Kunststofftechnik. Am Standort Nurn in Oberfranken bietet das Familienunternehmen industrialisierten Formenbau auf höchstem Niveau. Durch innovative Fertigungskonzepte und durchgängige Industrialisierung erzielen wir kürzeste Duchlaufzeiten bei höchster Qualität."
Wölfel Engineering GmbH + Co. KG	Max-Planck-Str. 15	97204	Höchberg	Germany	+49 931 497080	www.woelfel.de	info@woelfel.de	Industrial and Services	Engineering & Product Design	"https://www.woelfel.de
Wölfel entwickelt und vertreibt Mess-Systeme und Software-Produkte für Aufgaben, bei denen Schwingungen, Erschütterungen akustische Anwendungen …"
YASKAWA Europe GmbH	Hauptstraße 185	65760	Eschborn	Germany	+49 6196 569300	www.yaskawa.eu.com	info@yaskawa.eu.com	Industrial and Services	Robots	"https://www.yaskawa.eu.com
Discover our powerful automation solutions: industrial robots, AC drives, servo motors, control systems and much more"
3D|CORE GmbH & Co. KG	Oststraße 74	32051	Herford	Germany	+49 5221 93639-0	www.3d-core.com	info@3d-core.com	Industrial and Services	Molds maker	"https://3d-core.com/de/home.html
3D|Core GmbH & Co. KG ist Ihr Spezialist für Leichtbau-Komponenten und Anbieter der gleichnamigen, strukturverstärkenden 3D|CORE Schaumkerne.Unsere hochleistungsfähigen 3D|CORE Composite-Bauteile werden weltweit in den Branchen wie Automotive, Marine und der Industrie eingesetzt."
3M Deutschland GmbH	Carl-Schurz-Str. 1	41453	Neuss	Germany	+49 2131 14 0	www.3mdeutschland.de	innovation.de@3M.com	Consumer Goods and Electronics		"https://www.3mdeutschland.de
Mit über 50.000 Produkten und 25.000 Patenten gehört der Multitechnologiekonzern 3M zu den innovativsten Unternehmen der Welt. Grundlage für seine Innovationskraft ist die vielfältige Nutzung von 46 eigenen Technologieplattformen. 3M ist mit fast 90.000 Mitarbeitern in 200 Ländern vertreten."
Apparatebau Jürgen Schmitz GmbH	Zur Bergpflege 45	56070	Koblenz	Germany	+49 261 7020040	http://www.ajs-gmbh.de/				"www.ajs-gmbh.de
AJS - Apparatebau Jürgen Schmitz GmbH - Ihr Partner in Koblenz für Maschinenbau, Sondermaschinenbau, Metallbau, Zerspanung, CNC, Dreharbeiten und Fräsarbeiten"
ENTEC Environmental Technology GmbH Maschinen für Umwelt- technologie	Mühlenstraße 24	53567	Asbach	Germany	+49 2683 126142269					NaN
ASS Maschinenbau GmbH	Klef 2	51491	Overath	Germany	+49 2206 905470	http://www.ass-automation.com/				"https://ass-automation.com
ASS Maschinenbau GmbH: Ihr verlässlicher Ansprechpartner für Greiferteile, Roboterhände und Automationsanlagen.
Geschätzte Lesezeit: 50 Sekunden"
Eugen Hensle Ordnungs- und Zuführtechnik GmbH	Marie-Curie-Straße 4	71364	Winnenden	Germany	+49 7195 91810	https://www.hensle-zufuehrtechnik.de/		Industrial and Services	Machinery & Equipment	"https://www.hensle-zufuehrtechnik.de
Höchstmögliche Qualitätssicherung und eine kontinuierliche Produktweiterentwicklung sichern dabei die Anforderungen unserer Kunden. Das Vibrations- und Zuführprogramm von Hensle Zuführtechnik ist mit seinen umfangreichen Zusatzeinrichtungen in besonderer Weise geeignet, die Funktionen Bunkern, Ordnen, Vereinzeln und Bereitstellen auszuführen.
Geschätzte Lesezeit: 40 Sekunden"
3D-Shape GmbH Messtechnik	Am Weichselgarten 21	91058	Erlangen	Germany	+49 9131 9779590	www.3d-shape.com	info@3d-shape.com	Industrial and Services	Electrical	NaN
A-Drive Technology GmbH	Ziegelhüttenweg 4	65232	Taunusstein	Germany	+49 6128 97550	www.a-drive.de	info@a-drive.de	Industrial and Services	Electrical	NaN
AFZ GmbH	Hermann-Löns-Straße 113	33104	Paderborn	Germany	+49 5254 6408430	http://afz-produkte.de/	service@afz-produkte.de	Consumer Goods and Electronics	HVAC	"https://www.afz-produkte.de
Als Hersteller von Reinigungsmitteln und einem eigenen Private Label-Programm bringen. wir Sie auf Pole-Position. Ihre Eigenmarke ist ein exklusives. Kundenbindungs- bzw. Werbeinstrument, mit dem Sie sich von Ihrem. Wettbewerb abgrenzen können. Die Hygiene im Fokus, den Verbraucher im Blick: Seit mehr als dreizehn Jahren konzipiert, entwickelt ..."
ACE Stoßdämpfer GmbH	Albert-Einstein-Straße 15	40764	Langenfeld	Germany	+49 2173 922610	www.ace-ace.de	info@ace-int.eu	Industrial and Services	Machinery & Equipment	"https://www.ace-ace.de
Kostenlose und prämierte App zur Schwingungsmessung mit dem iPhone. ACE Stoßdämpfer GmbH. Albert-Einstein-Str. 15. DE - 40764 Langenfeld. +49 (0)2173 - 9226-10. +49 (0)2173 - …"
ADACTECH Technologies GmbH	Nunsdorfer Ring 29	12277	Berlin	Germany	+49 30 81865818	www.adactech.de	info@adactech.com	Industrial and Services	Machinery & Equipment	"www.adactech.de
ADACTECH stellt innovative Dosiertechnik, hochwertige Dosierkomponenten und optimale Dosierlösungen für halbautomatische und vollautomatische Produktionsanlagen und Montageprozesse her. Wir bieten Ihnen individuelle Lösungen für unterschiedlichste Aufgabenstellungen im Bereich der Dosierung industrieller Flüssigkeiten und Pasten."
AGEB Elektro-Automatisierung GmbH	Wickersdorfer Ring 4	35099	Burgwald	Germany	+49 6451 717850	www.ageb.de	info@ageb.de	Industrial and Services	Electrical	NaN
Airtec Pneumatic GmbH	Westerbachstraße 7	61476	Kronberg	Germany	+49 6173 95620	www.airtec.de	info@airtec.de	Industrial and Services	Machinery & Equipment	"https://www.airtec.de
AIRTEC bietet eine Breite Auswahl in den Bereichen Pneumatik (z.B. Pneumatische Steuerungstechnik, Pneumatikzylinder), Bohren, Gewindeschneiden und Kolbenventile …"
AIS Automation Dresden GmbH	Otto-Mohr-Straße 6	1237	Dresden	Germany	+49 351 21660	ais-automation.com	support@ais-automation.com	Industrial and Services	Machinery & Equipment	NaN
AMF ANDREAS MAIER GmbH & Co. KG	Waiblinger Str. 116	70734	Fellbach	Germany	+49 711 57660	www.amf.de	amf@amf.de	Industrial and Services	Machinery & Equipment	"https://www.amf.de
Mit System. Als führender Hersteller für Spannsysteme realisieren wir passende Automatisierungslösungen Mit der Kombination von Spanntechnik wie z.B. Nullpunktspannsystem und Greiftechnik bieten wir eine perfekte Lösung für die kostengünstige Automatisierung und Prozessoptimierung."
Andreas Karl GmbH & Co. KG	Hauptstraße 26	85777	Fahrenzhausen	Germany	+49 8133 170	www.karlnet.de	sales@karl.eu	Industrial and Services	Machinery & Equipment	"https://www.karlnet.de
KARL-Produkte für die Industrie. Schrank- und Regalsysteme. Stahlschränke von KARL zeichnen sich durch robuste Konstruktion, erstklassige handwerkliche Verarbeitung und klare, dezente Formgebung…. Zum Produkt. Quadro. QUADRO ist flexibel in der Planung und dynamisch im Gebrauch. Ob Einzeltisch, Ecktischkombination oder Tisch…. Zum Produkt."
ANT GmbH Antriebstechnik	Londonstraße 11	97424	Schweinfurt	Germany	+49 9721 533390	http://www.ant-antriebstechnik.de/	info@ant-antriebstechnik.de	Industrial and Services	Machinery & Equipment	"https://www.ant-antriebstechnik.de
WIR BRINGEN IHRE IDEEN IN BEWEGUNG. . . . . Lineareinheiten, Hubgetriebe, Schnellhubgetriebe, Spindelhubgetriebe, Kugelgewindetriebe, Kugelschienenführungen . . . Mit Produkten aus dem Hause ANT, möchten wir unseren Kunden eine breite Palette hochwertiger Komponenten und Bauteile an die Hand geben. Durch unsrere Lineareinheiten, Hubgetriebe ..."
Armbruster Engineering GmbH & Co. KG	Neidenburger Str. 28	28207	Bremen	Germany	+49 421 2024826	www.armbruster.de	info@armbruster.de	Industrial and Services	Engineering & Product Design	"https://www.armbruster.de
Nur eine effiziente und zuverlässige Produktion liefert hochwertige Produkte. Das erreichen Sie mit unserer ELAM-Software - dem Assistenzsystem für die manuelle Montage.Bereits seit mehr als 20 Jahren und über vier Softwaregenerationen sorgt ELAM für optimale Prozesslenkung, sichere Anlagensteuerung und lückenlose Rückverfolgbarkeit jedes einzelnen Produktionsschrittes.
Geschätzte Lesezeit: 2 min"
ArtiMinds Robotics	Albert-Nestler-Straße 11	76131	Karlsruhe	Germany	+49 721 96694781	www.artiminds.com	contact@artiminds.com	Industrial and Services	Robots	"https://www.artiminds.com/de
ArtiMinds bietet durchgängige Softwarelösungen für die Planung, Programmierung und den Betrieb von Roboteranlagen. Der Einstieg ist denkbar einfach – es wird keine zusätzliche Hardware benötigt. ArtiMinds erzeugt nativen Robotercode und setzt auf die Stabilität und Leistungsfähigkeit der Standardsteuerung des Roboters. Lösen Sie anspruchsvolle Aufgaben inklusive Kraftregelung ...
Geschätzte Lesezeit: 2 min"
Asentics VARIO GmbH	Birlenbacher Str. 19-21	57078	Siegen	Germany	+49 271 30391110	www.a-vario.de	info@asentics.com	Industrial and Services	Engineering & Product Design	NaN
ASM Hasemo GmbH	Allmendring 17	75203	Königsbach-Stein	Germany	+49 7232 735660	www.asm-hasemo.de	info@asm-systems.de	Industrial and Services	Machinery & Equipment	"https://www.asm-hasemo.de
Let's get in touch. Give us a call or drop by anytime, we endeavour to answer all enquiries within 24 hours on business days. +49 (0)7232 73566 - 0. info@asm-hasemo.de. ×. Get started. If you want to get a free consultation without any obligations, fill in the form below and we'll get in …"
Ass Tec Assembly Technology GmbH & Co. KG	Saline 20	78628	Rottweil	Germany	+49 741 174760	www.asstec.net	info@asstec.net	Industrial and Services	Machinery & Equipment	NaN
Asutec GmbH	Küferstraße 11	73257	Köngen	Germany	+49 7024 805940	www.asutec.eu	info@asutec.eu	Industrial and Services	Electrical	"https://www.asutec.de
Eine Vielzahl von Produkten, wie Stopper, Eckdämpfer, pneumatische Vereinzeler, elektrische Vereinzeler, Anhalte- und Positioniermodule, Drehmodule, Klemmmodule, Montagemodule, Hubeinheiten und viele. mehr gehören zu den Automatisierungskomponenten von Asutec. Komponenten der Automatisierungstechnik bestimmen maßgeblich die Effizienz der ...
Geschätzte Lesezeit: 1 min"
ATEQ Gesellschaft für Messtechnik mbH	Riedheimer Str. 6	89129	Langenau	Germany	+49 7345 96310	ateq.de	zentrale@ateq.de	Industrial and Services	Electrical	"https://ateq.de
ATEQ DEUTSCHLAND – MEASUREMENTS SOLUTIONS, GLOBAL LEADER. Wir sind der führende Spezialist für Dichtheitsprüfungen, Durchflussmessungen, Batterieprüfungen und RDK/TPMS. Sie produzieren und unsere Messgeräte für Dichtheitsprüfungen und Durchflussmessungen sorgen dafür, dass die Qualität Ihrer Produkte 100%-ig stimmt."
ATN Automatisierungstechnik Niemeier GmbH	Segelfliegerdamm 94 - 98	12487	Berlin	Germany	+49 30 56590950	www.atn-berlin.de	info@atn-berlin.de	Industrial and Services	Electrical	"https://www.atn-berlin.de/de/home.htm
ATN ist Mitglied im. ATN. Prozesse. Produkte. Kontakt. Download. Sitemap. ATN GmbH · Segelfliegerdamm 94-98 · 12487 Berlin ·Tel.: +49 (0)30 5659 095-0 · Fax:+49 (0)30 5659 095-60 · Impressum | Datenschutz ...
Ort: Segelfliegerdamm 94-98, Berlin, 12487
Telefon: 030 56590950"
August Steinmeyer GmbH & Co. KG	Riedstraße 7	72458	Albstadt	Germany	+49 7431 12880	www.steinmeyer.com	info@steinmeyer.com	Industrial and Services	Machinery & Equipment	"https://www.steinmeyer.com
08.04.2021 · August Steinmeyer GmbH in Albstadt ist führender Hersteller von hochpräzisen Kugelgewindetrieben. Der Kugelgewindetrieb ist unersetzlich und hat sich zu einem Bauteil entwickelt, das enorme Spezialisierung und Präzision verlangt."
AUTEC Sondermaschinenbau GmbH	An den Franzosenäckern 11	92224	Amberg	Germany	+49 9621 49900	www.autec-sondermaschinenbau.de	info@autec-sondermaschinenbau.de	Industrial and Services	Machinery & Equipment	"https://autec-sondermaschinenbau.de
Autec Sondermaschinenbau GmbH aus Amberg in Bayern fertigt Automationsanlagen für Branchen wie Automotive, Elektrotechnik oder Medizintechnik.
Geschätzte Lesezeit: 1 min"
AVS Ing. J.C. Romans GmbH	Reismühle 3	94481	Grafenau	Germany	+49 8552 40760	www.avs-roemer.de	info@avs-roemer.de	Industrial and Services	Machinery & Equipment	"https://www.avs-roemer.de
AVS Römer Push-On und Push-In Verschraubungen werden sowohl in der Fluidtechnik als auch bei pneumatischen Anwendungen verwendet. Durch die zahlreichen Kombinationsmöglichkeiten von Verschraubungen und Schläuchen kann der Einsatz mit flüssigen, gasförmigen, neutralen oder aggressiven Medien gewährleistet werden."
